measurement_time	1	0	2
6922862817693417472	-1.9700071543118307	4.071356517976813	4.008584518912025
6922863671236563968	-1.9668703801516503	4.07290688913567	3.9965421033642508
6922863672924485632	-1.9667261606623423	4.075647080197958	4.006276990624674
6922863674178616320	-1.9707643067033966	4.072762668587937	4.008945070306753
6922863675458515968	-1.9707282518232505	4.076079741917942	3.990196399433248
6922863676665402368	-1.9711609103074055	4.073267440623429	4.01287508046563
6922863677915237376	-1.964959471769507	4.077954609441792	4.011504985299045
6922863679173662720	-1.9625798500313145	4.072293951704211	4.003500744737464
6922863680384843776	-1.9711609103469587	4.07975736689534	3.9951359531276003
6922863681630384128	-1.9715575139876715	4.0715367936415054	4.0004000024057
6922863682901694464	-1.967988081286669	4.0732313854481665	3.999498624160835
6922863684125760512	-1.97253099557365	4.071176242197856	4.00036394785569
6922863685422840832	-1.9721704468276637	4.075358639024952	3.9979482534412614
6922863686707036160	-1.9709806359753865	4.074781756788109	4.008368187619304
6922863687918216192	-1.9714854042115242	4.073375606033255	4.0090892908051465
6922863689215296512	-1.967411203277839	4.080226083824204	4.005483777275824
6922863690486606848	-1.9705119225736678	4.076764789586888	4.005736162676936
6922863691689197568	-1.9725670504402757	4.068327885981192	3.9982006392087075
6922863692934737920	-1.9714132944692908	4.070743580573728	3.996253662049486
6922863694210343936	-1.969394221434471	4.071248352740151	3.998741466360469
6922863695417229312	-1.9682765203357708	4.074601481000133	3.998525135823693
6922863696679950336	-1.9683486300613664	4.074349094993092	3.997118985060796
6922863697942670336	-1.9731439284599677	4.072041565658895	4.01071177219694
6922863699153851392	-1.9654281851667668	4.076476348536137	3.9961815518163175
6922863700382212096	-1.9656084595361563	4.070563304741025	3.998128528957557
6922863701670702080	-1.9696466055755566	4.075394694385888	4.004113681713125
6922863702868998144	-1.9787684890347264	4.067246231433866	3.9910256674222038
6922863704123127808	-1.974081355219389	4.073772212725268	3.998453025507269
6922863705381553152	-1.9671588191748777	4.074385150060119	4.003789185441046
6922863706588439552	-1.9721704468194272	4.069481650601077	4.0012653266896026
6922863707842570240	-1.973107873588817	4.071933400321166	3.9960733863399818
6922863709126764544	-1.974117410108038	4.071320462799715	4.002563310734315
6922863710385190912	-1.9712330200546222	4.082353337266085	4.007070202717289
6922863711622140928	-1.9706921969287094	4.072077621026789	3.987960981194956
6922863712897745920	-1.9670145996706994	4.077954609642578	4.002815696724427
6922863714104632320	-1.9711609103509962	4.070527249720751	3.9932610859611293
6922863715345878016	-1.9720262273438987	4.076800844850966	4.00429395725304
6922863716621483008	-1.9705119225585739	4.076296072737413	3.9953883396537426
6922863717832664064	-1.9694663312188203	4.074240929611415	3.9904848405302307
6922863719069614080	-1.9692139470430843	4.073159275299351	4.002707531297356
6922863720349514752	-1.970908526176522	4.070635415327981	4.002022484367753
6922863721556400128	-1.9747303429910419	4.075322583847149	4.003969461125358
