measurement_time	3D_X	3D_Y	3D_Z	3D_Q2	3D_Q1	2D_Y2	2D_Y1	2D_X1	2D_X2
6933008751321249792	-0.313597	-0.357212	-0.0459295	0.487894	-0.60438	2.30528	2.9595	-2.95005	-0.0469278
6933008744888004608	-0.312031	-0.358069	-0.0544877	0.488336	-0.604243	2.30551	2.95924	-2.95007	-0.0446268
6933008738454756352	-0.31387	-0.357634	-0.0460084	0.488223	-0.604288	2.30555	2.95943	-2.95012	-0.0463224
6933008732021511168	-0.312389	-0.358362	-0.0550336	0.488326	-0.604096	2.30555	2.95932	-2.95008	-0.0490613
6933008725588265984	-0.314411	-0.357223	-0.0461646	0.48873	-0.604343	2.30557	2.95935	-2.95013	-0.048414
6933008719155019776	-0.312481	-0.358239	-0.0547437	0.487996	-0.604391	2.30564	2.95942	-2.95011	-0.055325
6933008712721772544	-0.315395	-0.373894	-0.048786	0.438677	-0.543929	2.30579	2.95969	-2.95052	-0.0442597
6933008706288528384	-0.312592	-0.358466	-0.0550497	0.488099	-0.604478	2.30539	2.95931	-2.95016	-0.055523
6933008699855280128	-0.312244	-0.357563	-0.0539628	0.488002	-0.60431	2.30535	2.95932	-2.95008	-0.0509694
6933008693422035968	-0.312701	-0.358218	-0.0544829	0.488476	-0.604219	2.30573	2.95939	-2.95015	-0.0544281
6933008686988789760	-0.312043	-0.35723	-0.0536649	0.488835	-0.603985	2.30506	2.95939	-2.95012	-0.0554168
6933008680555543552	-0.312363	-0.357491	-0.0548098	0.488305	-0.604077	2.30509	2.95901	-2.95024	-0.054879
6933008674122295296	-0.31212	-0.357175	-0.0539596	0.488545	-0.604077	2.30539	2.95947	-2.95001	-0.0566309
6933008667689051136	-0.31388	-0.357323	-0.0461936	0.48796	-0.604478	2.30575	2.95954	-2.95007	-0.0527358
6933008661255804928	-0.31164	-0.357246	-0.054433	0.488289	-0.604146	2.30549	2.95964	-2.95012	-0.0569722
6933008654822559744	-0.314485	-0.356631	-0.0462467	0.488658	-0.604803	2.30545	2.95914	-2.95017	-0.0495299
6933008648389313536	-0.312247	-0.357341	-0.0538066	0.487914	-0.604138	2.30583	2.95969	-2.9503	-0.0554554
6933008641956067328	-0.314308	-0.357064	-0.0465188	0.488344	-0.60462	2.30528	2.9594	-2.95008	-0.0466943
6933008635522821120	-0.312036	-0.35803	-0.054433	0.488403	-0.604141	2.30545	2.9595	-2.95028	-0.0605904
6933008629089574912	-0.314716	-0.357524	-0.0462226	0.487708	-0.604439	2.30539	2.95922	-2.95034	-0.0487425
6933008622656327680	-0.31227	-0.357869	-0.0543605	0.487883	-0.604204	2.3056	2.95912	-2.95008	-0.0584504
6933008616223083520	-0.313877	-0.357189	-0.046828	0.487822	-0.604296	2.30554	2.95947	-2.95001	-0.0470566
6933008609789837312	-0.312458	-0.357288	-0.0547035	0.487933	-0.604436	2.30553	2.95922	-2.95004	-0.0539998
6933008603356590080	-0.311418	-0.356875	-0.0540095	0.48845	-0.603996	2.30473	2.95939	-2.9501	-0.0533911
6933008596923344896	-0.312004	-0.357072	-0.053747	0.48864	-0.604339	2.3054	2.95926	-2.95018	-0.0547244
6933008590490098688	-0.312479	-0.357215	-0.0540417	0.488407	-0.604228	2.30554	2.95949	-2.95014	-0.0520498
6933008584056853504	-0.312305	-0.356776	-0.0540997	0.487911	-0.604291	2.30557	2.95945	-2.94981	-0.0541769
6933008577623607296	-0.312518	-0.356898	-0.0540143	0.488006	-0.604082	2.30537	2.95933	-2.95003	-0.0532349
6933008571190359040	-0.313147	-0.35752	-0.0504622	0.488501	-0.604347	2.30567	2.95911	-2.95	-0.048158
6933008564757114880	-0.312117	-0.357191	-0.054127	0.492635	-0.607882	2.30532	2.95923	-2.94989	-0.0504702
6933008558323867648	-0.314442	-0.357566	-0.0463498	0.48798	-0.604536	2.30565	2.95922	-2.95013	-0.0392809
6933008551890622464	-0.311387	-0.353008	-0.0542993	0.494461	-0.609944	2.30542	2.95947	-2.94998	-0.0521545
6933008545457374208	-0.314865	-0.357352	-0.0465639	0.488841	-0.604682	2.30522	2.95954	-2.95004	-0.0409459
6933008539024130048	-0.311972	-0.353452	-0.05409	0.494194	-0.610497	2.30544	2.95944	-2.95015	-0.0545344
6933008532590883840	-0.314215	-0.357389	-0.0464544	0.488012	-0.604703	2.30547	2.95927	-2.95027	-0.0471323
6933008526157638656	-0.313247	-0.369198	-0.0528695	0.45066	-0.559154	2.30559	2.95951	-2.95023	-0.0480308
6933008519724392448	-0.314334	-0.357656	-0.0463755	0.488283	-0.604173	2.30556	2.95926	-2.95003	-0.0474012
6933008513291146240	-0.312445	-0.36935	-0.052066	0.450581	-0.55937	2.30533	2.95938	-2.9502	-0.0500387
6933008506857900032	-0.314632	-0.357669	-0.0468312	0.487967	-0.604447	2.3055	2.95979	-2.95001	-0.0453128
6933008500424653824	-0.313183	-0.369511	-0.0527487	0.451369	-0.559547	2.30564	2.95945	-2.9503	-0.0537116
6933008493991407616	-0.313981	-0.357605	-0.0461179	0.488002	-0.604603	2.3057	2.95965	-2.95004	-0.0476427
6933008487558162432	-0.312461	-0.357718	-0.0541963	0.488152	-0.604615	2.30571	2.95939	-2.95016	-0.0620395
6933008481124916224	-0.31415	-0.356898	-0.0462354	0.488263	-0.604729	2.30513	2.95912	-2.95012	-0.0462934
6933008474691671040	-0.312774	-0.357444	-0.0544539	0.488587	-0.604191	2.30505	2.95938	-2.95028	-0.0612666
6933008468258423808	-0.314627	-0.357357	-0.0466863	0.488634	-0.604446	2.30575	2.95959	-2.95019	-0.047398
6933008461825177600	-0.312511	-0.357418	-0.0543315	0.48793	-0.604207	2.30497	2.95939	-2.95003	-0.0577339
6933008455391932416	-0.313432	-0.357265	-0.0467346	0.488326	-0.604405	2.30575	2.95926	-2.95012	-0.0503012
6933008448958686208	-0.312484	-0.357832	-0.0545006	0.487935	-0.604156	2.30544	2.95973	-2.95016	-0.0632617
6933008442525438976	-0.313997	-0.357123	-0.0464013	0.488254	-0.604618	2.30565	2.95918	-2.94999	-0.0477377
6933008436092194816	-0.312817	-0.35779	-0.0547759	0.48825	-0.604483	2.30565	2.95945	-2.95008	-0.0495508
6933008429658948608	-0.314582	-0.357267	-0.046039	0.487667	-0.604637	2.30558	2.95943	-2.95013	-0.0484913
6933008423225701376	-0.313031	-0.358502	-0.0550642	0.488244	-0.604262	2.30557	2.95933	-2.95003	-0.0525715
6933008416792456192	-0.313991	-0.356961	-0.0458039	0.488234	-0.604539	2.30526	2.9593	-2.94976	-0.0465188
6933008410359209984	-0.312531	-0.359175	-0.0546552	0.488283	-0.604357	2.30552	2.95949	-2.95004	-0.0533783
6933008403925961728	-0.313991	-0.356611	-0.0459939	0.488447	-0.604655	2.30524	2.95885	-2.94996	-0.0471403
6933008397492717568	-0.313461	-0.366424	-0.0521465	0.463952	-0.57463	2.30545	2.9593	-2.94996	-0.0423468
6933008391059471360	-0.313373	-0.356148	-0.0455736	0.489257	-0.60457	2.3052	2.95942	-2.95008	-0.0463272
6933008384626225152	-0.314348	-0.369335	-0.0486169	0.451122	-0.559432	2.30555	2.95935	-2.95025	-0.0413356
6933008378192978944	-0.313877	-0.355847	-0.0462081	0.490748	-0.605819	2.30538	2.95933	-2.94996	-0.0465333
6933008371759733760	-0.314054	-0.369791	-0.0485606	0.45085	-0.559614	2.30614	2.9594	-2.95022	-0.0424756
6933008365326486528	-0.313646	-0.356037	-0.045878	0.489917	-0.605217	2.30526	2.95944	-2.9501	-0.0469052
6933008358893241344	-0.314303	-0.357441	-0.0476283	0.488545	-0.604186	2.30555	2.95946	-2.9501	-0.0486459
6933008352459995136	-0.31554	-0.373609	-0.0447186	0.438664	-0.543467	2.3057	2.95919	-2.95039	-0.0410715
6933008346026749952	-0.312608	-0.358503	-0.0549965	0.488159	-0.604591	2.30553	2.95955	-2.95009	-0.0555987
6933008339593503744	-0.312064	-0.357701	-0.0539998	0.487978	-0.604101	2.30553	2.95952	-2.95005	-0.0545489
6933008333160256512	-0.314012	-0.356813	-0.0466799	0.488249	-0.604153	2.3053	2.95926	-2.95008	-0.0464785
6933008326727011328	-0.31232	-0.357318	-0.0548323	0.487981	-0.604392	2.30529	2.95962	-2.94997	-0.0552058
6933008320293765120	-0.312239	-0.356969	-0.0539225	0.488337	-0.604249	2.30576	2.95954	-2.95009	-0.0543331
6933008313860518912	-0.314199	-0.357069	-0.046068	0.48853	-0.604233	2.30556	2.95941	-2.95011	-0.0456203
6933008307427273728	-0.312313	-0.357602	-0.0544813	0.488245	-0.604365	2.3051	2.95932	-2.95012	-0.0541286
6933008300994026496	-0.314133	-0.355521	-0.045886	0.489173	-0.604779	2.30519	2.95944	-2.95011	-0.0470083
6933008294560780288	-0.312767	-0.358455	-0.053863	0.4882	-0.604394	2.30535	2.95932	-2.95006	-0.0537341
6933008288127535104	-0.311515	-0.357019	-0.0542784	0.488719	-0.604396	2.30527	2.95907	-2.94993	-0.0547807
6933008281694288896	-0.313862	-0.357178	-0.0459971	0.488495	-0.60457	2.30529	2.95931	-2.95004	-0.047807
6933008275261040640	-0.312068	-0.357434	-0.0541222	0.48813	-0.604703	2.30498	2.95966	-2.95019	-0.0539273
6933008268827796480	-0.313574	-0.355726	-0.0467958	0.48863	-0.603317	2.3055	2.95977	-2.95001	-0.04829
6933008262394549248	-0.312692	-0.358631	-0.0543444	0.488824	-0.603954	2.30559	2.95928	-2.95011	-0.0544217
6933008255961304064	-0.312212	-0.357473	-0.0539692	0.488606	-0.603951	2.3054	2.95915	-2.95018	-0.056172
6933008249528057856	-0.314516	-0.357114	-0.046237	0.488447	-0.604132	2.30516	2.95942	-2.95004	-0.0472933
6933008243094812672	-0.312147	-0.357152	-0.0539209	0.488123	-0.604318	2.30528	2.95937	-2.94999	-0.0565858
6933008236661565440	-0.313761	-0.357437	-0.0462548	0.488342	-0.604375	2.30515	2.95927	-2.95003	-0.0472418
6933008230228320256	-0.312115	-0.356917	-0.0541641	0.488741	-0.604141	2.30521	2.95958	-2.95018	-0.057188
6933008223795073024	-0.313983	-0.356233	-0.045754	0.488547	-0.604496	2.30558	2.95936	-2.95021	-0.0459311
6933008217361828864	-0.312717	-0.358268	-0.0546858	0.48834	-0.604307	2.30579	2.95923	-2.95006	-0.0557984
6933008210928582656	-0.313738	-0.355619	-0.0494397	0.488292	-0.599373	2.30547	2.9593	-2.95004	-0.0493721
6933008204495335424	-0.312593	-0.358176	-0.0549982	0.487796	-0.604243	2.30553	2.95945	-2.95001	-0.0551994
6933008198062090240	-0.311725	-0.357368	-0.0541721	0.48796	-0.604563	2.30487	2.95934	-2.95029	-0.0557082
6933008191628844032	-0.314849	-0.357331	-0.0465188	0.488255	-0.604547	2.30558	2.95927	-2.95021	-0.0472675
6933008185195597824	-0.311896	-0.357817	-0.0539982	0.488091	-0.604196	2.30565	2.95943	-2.95014	-0.0569996
6933008178762352640	-0.314289	-0.357922	-0.0464689	0.488237	-0.604009	2.30541	2.95915	-2.95002	-0.0457733
6933008172329105408	-0.312643	-0.357288	-0.0536858	0.48846	-0.604508	2.3055	2.95949	-2.95015	-0.0565987
6933008165895859200	-0.314297	-0.356932	-0.0459182	0.488271	-0.604663	2.30545	2.95923	-2.95007	-0.0447218
6933008159462614016	-0.31154	-0.357072	-0.0542575	0.488706	-0.603967	2.30508	2.95937	-2.95014	-0.0558145
6933008153029367808	-0.313904	-0.356017	-0.0459585	0.488556	-0.604056	2.30534	2.95922	-2.9502	-0.0462451
6933008146596121600	-0.312126	-0.358133	-0.0550304	0.48807	-0.604407	2.30557	2.95955	-2.95022	-0.0549402
6933008140162876416	-0.311837	-0.357344	-0.0541721	0.488595	-0.604438	2.30572	2.95925	-2.95007	-0.0569996
6933008133729629184	-0.313627	-0.358044	-0.0481242	0.488104	-0.604249	2.30508	2.95937	-2.95028	-0.0489277
6933008127296384000	-0.311477	-0.357254	-0.0536456	0.487994	-0.604078	2.30546	2.95931	-2.95004	-0.0557018
6933008120863137792	-0.314881	-0.357064	-0.0466042	0.488759	-0.604372	2.30559	2.95948	-2.9501	-0.0457862
6933008114429891584	-0.312324	-0.357112	-0.054338	0.48832	-0.604167	2.30511	2.95953	-2.95018	-0.0534733
6933008107996645376	-0.314192	-0.357408	-0.0459842	0.488218	-0.604526	2.30506	2.95946	-2.95016	-0.0464367
6933008101563400192	-0.312646	-0.356927	-0.0541351	0.487766	-0.604442	2.30532	2.95945	-2.94996	-0.0543943
6933008095130152960	-0.313305	-0.355731	-0.0460889	0.488609	-0.603552	2.30545	2.95928	-2.9501	-0.0464383
6933008088696907776	-0.317596	-0.357465	-0.0380959	0.488368	-0.604402	2.30542	2.95942	-2.95008	-0.0480807
6933008082263661568	-0.313885	-0.357302	-0.04601	0.488484	-0.604439	2.30534	2.95953	-2.95005	-0.0465735
6933008075830415360	-0.312031	-0.35764	-0.0542864	0.487902	-0.603982	2.3052	2.95951	-2.9499	-0.053301
6933008069397168128	-0.313585	-0.35664	-0.0453547	0.488273	-0.604589	2.30555	2.95931	-2.95008	-0.0451711
6933008062963922944	-0.312503	-0.357953	-0.0543653	0.488347	-0.604312	2.30533	2.95952	-2.95008	-0.0528968
6933008056530676736	-0.313875	-0.355904	-0.0461437	0.488323	-0.604022	2.30572	2.95907	-2.95	-0.0460857
6933008050097431552	-0.312123	-0.358218	-0.0550497	0.488102	-0.604355	2.30538	2.95939	-2.95007	-0.0545746
6933008043664185344	-0.312716	-0.356708	-0.0506104	0.488273	-0.599481	2.30529	2.95899	-2.95004	-0.0523236
6933008037230939136	-0.312474	-0.358375	-0.0549048	0.488163	-0.603821	2.30574	2.95905	-2.95017	-0.0534411
6933008030797691904	-0.311716	-0.357238	-0.0543895	0.488588	-0.604381	2.30581	2.95971	-2.95007	-0.0531126
6933008024364446720	-0.313419	-0.369142	-0.0524363	0.45104	-0.559893	2.30536	2.95929	-2.95049	-0.0401698
6933008017931201536	-0.31469	-0.357497	-0.0465945	0.488696	-0.604864	2.30558	2.95906	-2.95014	-0.035724
6933008011497955328	-0.315785	-0.386212	-0.0471613	0.401339	-0.49851	2.30549	2.95926	-2.95076	-0.0417558
6933008005064707072	-0.31269	-0.356816	-0.0539225	0.488303	-0.604457	2.30527	2.95908	-2.95016	-0.0547743
6933007998631462912	-0.31401	-0.357088	-0.0465494	0.488392	-0.604582	2.30509	2.95926	-2.95014	-0.0477506
6933007992198216704	-0.312737	-0.356974	-0.0542591	0.488798	-0.604235	2.30538	2.95946	-2.95019	-0.0541334
6933007985764970496	-0.313621	-0.356671	-0.0461292	0.488498	-0.604821	2.30588	2.95968	-2.95028	-0.0471242
6933007979331725312	-0.312566	-0.357444	-0.0539531	0.488497	-0.604106	2.30539	2.95923	-2.95014	-0.0561961
6933007972898479104	-0.313693	-0.356774	-0.045477	0.488321	-0.604555	2.30566	2.95919	-2.95003	-0.0464399
6933007966465231872	-0.311606	-0.357178	-0.0540159	0.488176	-0.604516	2.30542	2.95922	-2.95014	-0.0572283
6933007960031986688	-0.313846	-0.35717	-0.0462274	0.487877	-0.604492	2.30509	2.95924	-2.9501	-0.0476266
6933007953598739456	-0.312949	-0.357896	-0.0503704	0.488376	-0.604021	2.30532	2.95956	-2.95021	-0.0796036
6933007947165494272	-0.312279	-0.358793	-0.0543766	0.487874	-0.604215	2.30542	2.95913	-2.95022	-0.0548854
6933007940732249088	-0.311825	-0.357049	-0.0539837	0.487655	-0.604228	2.30557	2.95941	-2.95026	-0.0541737
6933007934299001856	-0.312099	-0.358321	-0.0545698	0.487925	-0.604106	2.30505	2.95919	-2.95012	-0.053462
6933007927865755648	-0.312273	-0.357436	-0.0543702	0.488389	-0.604082	2.30536	2.9595	-2.95046	-0.054061
6933007921432510464	-0.312785	-0.358325	-0.0546648	0.488559	-0.604483	2.30561	2.95909	-2.9502	-0.0542655
6933007914999264256	-0.312099	-0.357365	-0.054272	0.488365	-0.603652	2.3056	2.95957	-2.95028	-0.0553846
6933007908566019072	-0.31255	-0.358178	-0.0550754	0.487962	-0.604444	2.30534	2.9591	-2.95028	-0.0534845
6933007902132771840	-0.312044	-0.356541	-0.0509517	0.488084	-0.599852	2.3054	2.95932	-2.95023	-0.0511385
6933007895699525632	-0.311874	-0.358062	-0.0545827	0.488569	-0.604352	2.30593	2.95926	-2.95022	-0.0388961
6933007889266278400	-0.314558	-0.357408	-0.0462258	0.488853	-0.604645	2.30553	2.95926	-2.95006	-0.0468682
6933007882833034240	-0.312606	-0.357597	-0.0539966	0.48835	-0.604826	2.30567	2.95955	-2.95018	-0.0511175
6933007876399788032	-0.314621	-0.357772	-0.0463514	0.487999	-0.604376	2.30543	2.95925	-2.94996	-0.0473271
6933007869966541824	-0.311701	-0.356948	-0.0544249	0.4884	-0.604236	2.30538	2.95929	-2.95015	-0.053499
6933007863533295616	-0.314158	-0.357114	-0.0463401	0.488675	-0.604256	2.30524	2.95913	-2.95009	-0.0466943
6933007857100049408	-0.312473	-0.357526	-0.0541125	0.488556	-0.60424	2.30548	2.95929	-2.94991	-0.0519822
6933007850666804224	-0.314803	-0.35759	-0.045659	0.48846	-0.60443	2.30585	2.95911	-2.94982	-0.0456445
6933007844233558016	-0.31217	-0.357478	-0.0543347	0.487986	-0.604257	2.30532	2.95908	-2.9501	-0.0528469
6933007837800310784	-0.314297	-0.357882	-0.0461887	0.487899	-0.604455	2.3053	2.9596	-2.95019	-0.0466943
6933007831367065600	-0.312304	-0.357288	-0.0544394	0.48831	-0.604364	2.30574	2.95938	-2.9502	-0.0533573
6933007824933819392	-0.314265	-0.357054	-0.0453547	0.488479	-0.604542	2.30551	2.95946	-2.94999	-0.0479615
6933007818500573184	-0.312608	-0.3577	-0.0546826	0.488207	-0.604148	2.30546	2.95927	-2.95017	-0.0536101
6933007812067328000	-0.313719	-0.355971	-0.0479954	0.4883	-0.599734	2.30561	2.95925	-2.95004	-0.0487795
6933007805634081792	-0.312365	-0.35866	-0.0543122	0.488229	-0.60417	2.30527	2.95919	-2.95012	-0.0534572
6933007799200834560	-0.311912	-0.357288	-0.0542027	0.487825	-0.604331	2.30554	2.95931	-2.95007	-0.051628
6933007792767589376	-0.314212	-0.357516	-0.0462918	0.488501	-0.604492	2.30538	2.9591	-2.9502	-0.0470002
6933007786334343168	-0.311891	-0.356983	-0.0540546	0.48834	-0.604541	2.30541	2.95918	-2.95003	-0.0530272
6933007779901097984	-0.313985	-0.368543	-0.046258	0.451256	-0.560882	2.30572	2.95962	-2.95037	-0.0453514
6933007773467851776	-0.311893	-0.357911	-0.0545103	0.488344	-0.60436	2.3051	2.95933	-2.95004	-0.0554023
6933007767034605568	-0.314324	-0.357605	-0.0464705	0.488371	-0.604347	2.30566	2.95931	-2.95014	-0.046683
6933007760601359360	-0.312221	-0.357766	-0.0547937	0.48846	-0.604196	2.30528	2.95948	-2.95009	-0.0554586
6933007754168113152	-0.311872	-0.357531	-0.0547228	0.491996	-0.607334	2.30526	2.95949	-2.95025	-0.0542156
6933007747734866944	-0.314642	-0.357233	-0.0468521	0.488783	-0.604096	2.30527	2.95958	-2.95012	-0.0472498
6933007741301621760	-0.314036	-0.356061	-0.046068	0.488534	-0.604587	2.30558	2.95913	-2.95027	-0.0457701
6933007734868373504	-0.311985	-0.35874	-0.0523639	0.488015	-0.604549	2.30592	2.95962	-2.95032	-0.0526263
6933007728435128320	-0.312241	-0.357125	-0.0541061	0.488088	-0.60451	2.30559	2.95923	-2.95027	-0.0614663
6933007722001883136	-0.312706	-0.358516	-0.0542671	0.488326	-0.604697	2.30529	2.95955	-2.95017	-0.055544
6933007715568636928	-0.311175	-0.356867	-0.05409	0.488186	-0.604227	2.30589	2.95928	-2.95033	-0.0573249
6933007709135390720	-0.313687	-0.357054	-0.0464512	0.488342	-0.604613	2.30548	2.9594	-2.95018	-0.0495572
6933007702702145536	-0.312141	-0.357384	-0.0538549	0.488271	-0.604336	2.30528	2.95942	-2.95012	-0.0556664
6933007696268898304	-0.313778	-0.357022	-0.0461759	0.488199	-0.604489	2.30523	2.95933	-2.95025	-0.0525168
6933007689835652096	-0.311914	-0.357149	-0.0543847	0.488268	-0.604154	2.30524	2.95918	-2.95034	-0.0542719
6933007683402406912	-0.314558	-0.357378	-0.0458973	0.488247	-0.604468	2.30569	2.9594	-2.95015	-0.0544941
6933007676969160704	-0.31211	-0.357413	-0.0542253	0.488566	-0.604074	2.30553	2.95891	-2.95032	-0.0514686
6933007670535915520	-0.314026	-0.356682	-0.0457427	0.488157	-0.604607	2.30534	2.9594	-2.95015	-0.0478295
6933007664102668288	-0.312376	-0.357711	-0.0544201	0.488097	-0.604167	2.30561	2.95928	-2.95017	-0.0503269
6933007657669421056	-0.314574	-0.357532	-0.0464882	0.48806	-0.604441	2.30582	2.95936	-2.95006	-0.0481322
6933007651236176896	-0.312872	-0.357914	-0.0551527	0.488477	-0.604288	2.3049	2.95902	-2.95025	-0.0534636
6933007644802930688	-0.314215	-0.357112	-0.0463288	0.488191	-0.604697	2.30526	2.95928	-2.95021	-0.0463014
6933007638369684480	-0.312537	-0.358001	-0.054887	0.488485	-0.604164	2.30552	2.95918	-2.95009	-0.0544023
6933007631936438272	-0.311632	-0.357167	-0.0538452	0.488212	-0.604012	2.30572	2.9594	-2.95004	-0.0530401
6933007625503192064	-0.31256	-0.357429	-0.0543734	0.488653	-0.604201	2.30508	2.95933	-2.95006	-0.0528227
6933007619069944832	-0.311882	-0.357618	-0.05447	0.48815	-0.603937	2.30521	2.95925	-2.95014	-0.0497875
6933007612636700672	-0.314328	-0.36978	-0.04891	0.451792	-0.559598	2.30546	2.95923	-2.95057	-0.0422083
6933007606203454464	-0.311682	-0.357481	-0.0537068	0.488663	-0.604095	2.3055	2.95928	-2.95006	-0.0511948
6933007599770207232	-0.31425	-0.357759	-0.0465188	0.487766	-0.604401	2.30573	2.95964	-2.95013	-0.0417284
6933007593336961024	-0.312419	-0.35698	-0.0543766	0.488154	-0.604426	2.30525	2.95963	-2.94998	-0.053404
6933007586903715840	-0.31429	-0.357777	-0.0459231	0.488178	-0.604196	2.30537	2.95913	-2.9501	-0.0446638
6933007580470469632	-0.312139	-0.3567	-0.054412	0.488035	-0.604505	2.30526	2.95929	-2.95027	-0.0525699
6933007574037224448	-0.313965	-0.369113	-0.0487184	0.451349	-0.559732	2.3057	2.95943	-2.95024	-0.0480743
6933007567603977216	-0.311949	-0.357059	-0.0543975	0.48869	-0.603961	2.30572	2.95963	-2.95037	-0.0548757
6933007561170732032	-0.312956	-0.370519	-0.0533187	0.452156	-0.560194	2.30548	2.95904	-2.95034	-0.0516618
6933007554737485824	-0.311956	-0.357297	-0.054652	0.488843	-0.604277	2.30552	2.95956	-2.95008	-0.0617465
6933007548304239616	-0.312592	-0.359048	-0.0543058	0.488387	-0.604318	2.30597	2.95904	-2.95016	-0.0543202
6933007541870993408	-0.312523	-0.357663	-0.0544491	0.488437	-0.604259	2.30561	2.95923	-2.95007	-0.0601862
6933007535437747200	-0.314229	-0.357594	-0.0463578	0.488551	-0.604657	2.30535	2.95942	-2.94997	-0.0462483
6933007529004499968	-0.31244	-0.357301	-0.0530321	0.488231	-0.604325	2.30528	2.95944	-2.95005	-0.0576292
6933007522571255808	-0.314481	-0.357397	-0.0464093	0.488505	-0.604457	2.30558	2.95936	-2.95003	-0.059278
6933007516138009600	-0.312555	-0.357024	-0.0541544	0.488505	-0.604409	2.30555	2.95917	-2.95025	-0.0551913
6933007509704763392	-0.314131	-0.357088	-0.0461598	0.488247	-0.604294	2.30524	2.95925	-2.95011	-0.0465929
6933007503271518208	-0.312215	-0.357722	-0.0543975	0.488138	-0.604167	2.3055	2.9592	-2.95016	-0.0522511
6933007496838270976	-0.312793	-0.358194	-0.0547228	0.488576	-0.604293	2.30568	2.9591	-2.95022	-0.054829
6933007490405024768	-0.31241	-0.357896	-0.0540932	0.487769	-0.604304	2.30577	2.95972	-2.95033	-0.0522865
6933007483971779584	-0.314133	-0.357416	-0.0463562	0.488337	-0.604136	2.30562	2.95915	-2.95008	-0.0431728
6933007477538532352	-0.311432	-0.352494	-0.0542172	0.496369	-0.613426	2.30576	2.95933	-2.95009	-0.0517986
6933007471105287168	-0.314154	-0.357405	-0.0463965	0.489033	-0.604438	2.30578	2.95904	-2.95019	-0.0401746
6933007464672039936	-0.31169	-0.357586	-0.0540787	0.488598	-0.604497	2.3058	2.95921	-2.95028	-0.047113
6933007458238794752	-0.312651	-0.357983	-0.0549579	0.488415	-0.604243	2.30555	2.95906	-2.95025	-0.0549482
6933007451805549568	-0.314679	-0.373721	-0.0486362	0.438696	-0.543458	2.30544	2.95931	-2.95055	-0.0446268
6933007445372303360	-0.31354	-0.358536	-0.0490565	0.487964	-0.604756	2.30559	2.9594	-2.95021	-0.0513043
6933007438939057152	-0.315868	-0.373316	-0.0449022	0.439799	-0.544089	2.30561	2.95928	-2.95036	-0.0418025
6933007432505811968	-0.314613	-0.357265	-0.0459295	0.488518	-0.604333	2.3056	2.95932	-2.95021	-0.0448506
6933007426072563712	-0.312869	-0.355454	-0.0487425	0.493161	-0.60837	2.30551	2.95916	-2.95009	-0.0502223
6933007419639318528	-0.314793	-0.356912	-0.0463208	0.487809	-0.60424	2.30568	2.95923	-2.95017	-0.0539563
6933007413206073344	-0.311854	-0.357276	-0.0542108	0.487764	-0.602291	2.30562	2.95918	-2.95021	-0.0546181
6933007406772827136	-0.313434	-0.357028	-0.0463594	0.488556	-0.604465	2.30549	2.95901	-2.95011	-0.0507746
6933007400339580928	-0.311903	-0.357371	-0.0539853	0.488539	-0.60409	2.30463	2.95911	-2.95011	-0.0563781
6933007393906334720	-0.313941	-0.357516	-0.0464898	0.488233	-0.604399	2.30547	2.959	-2.95014	-0.0490549
6933007387473087488	-0.311806	-0.357276	-0.0538098	0.488833	-0.604373	2.30543	2.9594	-2.95011	-0.0545312
6933007381039842304	-0.314521	-0.356872	-0.0463916	0.488687	-0.604624	2.30536	2.95907	-2.95029	-0.0593585
6933007374606597120	-0.312054	-0.357756	-0.0537084	0.488014	-0.60452	2.30557	2.95914	-2.95025	-0.055325
6933007368173350912	-0.313733	-0.356793	-0.0461115	0.488576	-0.604756	2.30533	2.95886	-2.95021	-0.046683
6933007361740103680	-0.311878	-0.357423	-0.0535474	0.488047	-0.604347	2.30546	2.95913	-2.95025	-0.0520289
6933007355306858496	-0.314358	-0.357468	-0.0463804	0.488387	-0.604679	2.30561	2.95909	-2.95031	-0.0473336
6933007348873612288	-0.311671	-0.357296	-0.0542027	0.488775	-0.604449	2.30504	2.95919	-2.95023	-0.0523703
6933007342440367104	-0.314328	-0.356516	-0.0463852	0.488585	-0.604798	2.30539	2.9591	-2.95013	-0.0451066
6933007336007120896	-0.311771	-0.357594	-0.0543476	0.488184	-0.60405	2.30497	2.95916	-2.95025	-0.0531158
6933007329573873664	-0.314666	-0.356888	-0.046361	0.48808	-0.604779	2.30526	2.95921	-2.95009	-0.0465816
6933007323140628480	-0.313147	-0.358387	-0.0549064	0.488637	-0.604314	2.30588	2.95925	-2.95021	-0.0541093
6933007316707382272	-0.311542	-0.357433	-0.0541914	0.488244	-0.604222	2.30531	2.95914	-2.95019	-0.0543106
6933007310274136064	-0.314547	-0.357206	-0.0463482	0.488183	-0.604502	2.30576	2.959	-2.95001	-0.0466541
6933007303836592128	-0.314358	-0.357681	-0.0468988	0.488397	-0.604223	2.30558	2.95934	-2.9502	-0.0470969
6933007297403346944	-0.312456	-0.357412	-0.0539241	0.488028	-0.604272	2.30529	2.95939	-2.95016	-0.0528002
6933007290970100736	-0.314395	-0.356874	-0.0456944	0.488711	-0.604694	2.30574	2.95912	-2.95008	-0.0468408
6933007284536854528	-0.31263	-0.357803	-0.0548661	0.488326	-0.60433	2.30526	2.95917	-2.95022	-0.0530916
