measurement_time	3D_X	3D_Y	3D_Z	3D_Q2	3D_Q1	2D_Y2	2D_Y1	2D_X1	2D_X2
6932984658784732160	-0.313424	-0.356404	-0.0462338	0.488635	-0.604603	2.30521	2.95793	-2.94147	-0.0458667
6932984652351486976	-0.312157	-0.357312	-0.0541737	0.488316	-0.604085	2.30526	2.95798	-2.94141	-0.0530144
6932984645918238720	-0.313361	-0.355264	-0.0467781	0.488648	-0.601309	2.30515	2.95797	-2.9415	-0.0481048
6932984639484993536	-0.312159	-0.357863	-0.0549869	0.48859	-0.604109	2.30549	2.95776	-2.94146	-0.0542027
6932984633051747328	-0.311679	-0.357357	-0.0540385	0.488168	-0.604528	2.30537	2.95747	-2.94145	-0.0538726
6932984626618502144	-0.314423	-0.357194	-0.0466396	0.48778	-0.603953	2.30525	2.95772	-2.94131	-0.0473851
6932984620185256960	-0.311886	-0.357169	-0.0536408	0.488345	-0.60426	2.30533	2.95788	-2.94133	-0.0522028
6932984613752010752	-0.313316	-0.357165	-0.0458587	0.488091	-0.604433	2.30527	2.95764	-2.94143	-0.0469519
6932984607318762496	-0.313094	-0.357365	-0.0543911	0.488384	-0.604537	2.30532	2.95771	-2.94166	-0.0534298
6932984600885518336	-0.311619	-0.356895	-0.0537857	0.48982	-0.604405	2.30542	2.95767	-2.94178	-0.0528694
6932984594452272128	-0.313888	-0.357658	-0.048567	0.488559	-0.604317	2.30577	2.95776	-2.94166	-0.0457878
6932984588019025920	-0.313722	-0.356503	-0.0458087	0.488241	-0.604526	2.3053	2.95749	-2.94162	-0.0468119
6932984581585779712	-0.312392	-0.357718	-0.0545634	0.488294	-0.604354	2.30524	2.95788	-2.94176	-0.0568949
6932984575152532480	-0.312255	-0.357033	-0.0536649	0.488233	-0.604262	2.30499	2.95767	-2.94159	-0.0539628
6932984568719287296	-0.31406	-0.357233	-0.0459907	0.487882	-0.604381	2.3054	2.95778	-2.94171	-0.0469391
6932984562286042112	-0.312962	-0.369081	-0.0530192	0.451282	-0.55898	2.30516	2.95766	-2.94208	-0.0513703
6932984555852795904	-0.31446	-0.357347	-0.0466782	0.488703	-0.604384	2.30503	2.9578	-2.94186	-0.0471597
6932984549419549696	-0.312471	-0.357283	-0.0542816	0.488569	-0.604093	2.3052	2.95787	-2.94178	-0.0566534
6932984542986304512	-0.314179	-0.355979	-0.0454899	0.488587	-0.60442	2.30517	2.95788	-2.94187	-0.0521948
6932984536553057280	-0.31142	-0.357299	-0.0537873	0.488263	-0.604046	2.30561	2.95787	-2.94173	-0.0564376
6932984530119811072	-0.314059	-0.356837	-0.0457894	0.488489	-0.604467	2.305	2.95796	-2.94173	-0.0449714
6932984523686565888	-0.312112	-0.358083	-0.0545666	0.488263	-0.60461	2.30548	2.9578	-2.94175	-0.0612167
6932984517253319680	-0.314231	-0.356937	-0.0458909	0.488236	-0.604698	2.3059	2.95783	-2.9417	-0.0476556
6932984510820074496	-0.312083	-0.358547	-0.0545183	0.488015	-0.604151	2.30467	2.9576	-2.94155	-0.0583264
6932984504386827264	-0.313717	-0.356718	-0.0464915	0.488493	-0.604388	2.3053	2.95787	-2.9415	-0.0495637
6932984497953581056	-0.312954	-0.35818	-0.0550835	0.488332	-0.604483	2.30542	2.95761	-2.94181	-0.0548129
6932984491520335872	-0.312196	-0.35688	-0.0538758	0.488368	-0.604227	2.30528	2.95759	-2.94162	-0.0637286
6932984485087089664	-0.312297	-0.357737	-0.0549225	0.488345	-0.604066	2.30555	2.95778	-2.94184	-0.0531077
6932984478653843456	-0.312068	-0.356626	-0.054317	0.488043	-0.604054	2.30544	2.95781	-2.94162	-0.0524894
6932984472220596224	-0.312667	-0.357999	-0.0550883	0.488696	-0.604545	2.30549	2.95765	-2.94173	-0.0539724
6932984465787351040	-0.311732	-0.357383	-0.0536794	0.488527	-0.604146	2.30574	2.9578	-2.94184	-0.0522044
6932984459354104832	-0.312914	-0.357953	-0.0547019	0.487999	-0.604127	2.30549	2.95769	-2.94193	-0.0554619
6932984452920859648	-0.312043	-0.357536	-0.0539306	0.488456	-0.604201	2.30595	2.9577	-2.9419	-0.0541834
6932984446487613440	-0.314189	-0.357215	-0.0459295	0.488236	-0.60443	2.30549	2.9575	-2.94185	-0.0456573
6932984440054366208	-0.311866	-0.35695	-0.0543895	0.487721	-0.60427	2.30544	2.95794	-2.94191	-0.0533863
6932984433621121024	-0.313758	-0.357486	-0.0465027	0.488477	-0.60455	2.30487	2.95785	-2.94169	-0.0393164
6932984427187874816	-0.311832	-0.357107	-0.053425	0.488279	-0.604355	2.30515	2.95806	-2.94184	-0.0500773
6932984420754628608	-0.313904	-0.357495	-0.0463337	0.4885	-0.604384	2.30567	2.95769	-2.94185	-0.0464995
6932984414321383424	-0.312608	-0.35737	-0.0542059	0.488539	-0.604099	2.30546	2.95779	-2.94172	-0.0549079
6932984407888136192	-0.314406	-0.373787	-0.0485541	0.442131	-0.54692	2.30576	2.95801	-2.94195	-0.0412695
6932984401454889984	-0.312766	-0.357408	-0.0539354	0.488588	-0.604362	2.30545	2.95775	-2.94186	-0.0525281
6932984395021643776	-0.313799	-0.356326	-0.0458941	0.488754	-0.604235	2.30565	2.95778	-2.94167	-0.0478263
6932984388588398592	-0.312028	-0.3588	-0.054222	0.488336	-0.604252	2.30518	2.95786	-2.94183	-0.0541431
6932984382155150336	-0.311969	-0.357558	-0.0542285	0.4886	-0.604167	2.30522	2.95756	-2.94181	-0.0500645
6932984375721906176	-0.312112	-0.357764	-0.0546568	0.48839	-0.604312	2.30538	2.95785	-2.94182	-0.0557903
6932984369288658944	-0.311985	-0.357209	-0.0536182	0.488503	-0.604647	2.30542	2.95814	-2.94188	-0.0526279
6932984362855414784	-0.314377	-0.357441	-0.0467475	0.488408	-0.604206	2.30549	2.95767	-2.94181	-0.0468811
6932984356422168576	-0.312059	-0.356513	-0.0542687	0.487864	-0.604407	2.30512	2.95796	-2.94183	-0.0540336
6932984349988922368	-0.313814	-0.356304	-0.0459247	0.488265	-0.604523	2.30557	2.95791	-2.9418	-0.045989
6932984343555676160	-0.313452	-0.36981	-0.0531593	0.451637	-0.559413	2.30559	2.95805	-2.9419	-0.0519307
6932984337122428928	-0.314187	-0.357133	-0.0464866	0.488473	-0.603995	2.30521	2.95754	-2.94189	-0.0485042
6932984330689183744	-0.312985	-0.35765	-0.0541898	0.48802	-0.604418	2.30552	2.95784	-2.94171	-0.0549305
6932984324255938560	-0.311688	-0.357231	-0.0539241	0.490893	-0.606072	2.30546	2.95773	-2.94183	-0.054821
6932984317822692352	-0.314313	-0.357283	-0.0465607	0.488242	-0.604165	2.30573	2.95761	-2.94187	-0.0549627
6932984311389445120	-0.313568	-0.355652	-0.0461598	0.488513	-0.603773	2.3056	2.95774	-2.94173	-0.0450406
6932984304956199936	-0.313617	-0.357721	-0.0481419	0.48877	-0.604375	2.30528	2.95786	-2.94163	-0.0490839
6932984298522953728	-0.312571	-0.357336	-0.0538275	0.488347	-0.604513	2.30516	2.95764	-2.94174	-0.0563716
6932984292089707520	-0.312572	-0.358212	-0.0543025	0.488287	-0.604325	2.30556	2.9577	-2.94157	-0.0577387
6932984285656462336	-0.311568	-0.357381	-0.05447	0.488679	-0.604104	2.30535	2.95792	-2.94187	-0.0565971
6932984279223216128	-0.313885	-0.357064	-0.0461565	0.488793	-0.604803	2.30553	2.95756	-2.94169	-0.0493689
6932984272789967872	-0.311788	-0.356964	-0.0537792	0.488556	-0.604077	2.30541	2.95752	-2.94176	-0.0546181
6932984266356723712	-0.314476	-0.357257	-0.0464367	0.487909	-0.604877	2.30555	2.95773	-2.94173	-0.0504879
6932984259923476480	-0.312465	-0.357798	-0.0545795	0.488701	-0.604502	2.30564	2.95785	-2.94182	-0.0633325
6932984253490232320	-0.314463	-0.357389	-0.0466428	0.488484	-0.604154	2.30562	2.95763	-2.94167	-0.0471822
6932984247056986112	-0.312806	-0.357748	-0.0543364	0.488236	-0.603969	2.30527	2.95773	-2.94186	-0.0537406
6932984240623739904	-0.312125	-0.356671	-0.0542462	0.488762	-0.604183	2.30558	2.95785	-2.94175	-0.0522688
6932984234190493696	-0.312076	-0.35775	-0.0546407	0.488352	-0.604333	2.30546	2.95767	-2.94189	-0.0535763
6932984227757247488	-0.312191	-0.357809	-0.0542623	0.488431	-0.604325	2.30547	2.9577	-2.94175	-0.0520998
6932984221324000256	-0.312418	-0.357851	-0.0542832	0.487962	-0.604362	2.30513	2.95798	-2.94185	-0.0552107
6932984214890756096	-0.312238	-0.357759	-0.0542027	0.488047	-0.60419	2.30515	2.95783	-2.94177	-0.0534201
6932984208457507840	-0.312291	-0.357194	-0.0549498	0.488379	-0.604186	2.30517	2.95785	-2.94187	-0.0535908
6932984202024262656	-0.312622	-0.35802	-0.0543347	0.488358	-0.604285	2.30524	2.95769	-2.94168	-0.0536826
6932984195591017472	-0.313266	-0.369601	-0.0527455	0.451499	-0.559682	2.30545	2.95743	-2.94219	-0.0457024
6932984189157771264	-0.311993	-0.357111	-0.054119	0.488339	-0.604265	2.30548	2.95807	-2.94169	-0.0502416
6932984182724526080	-0.314194	-0.370119	-0.0488971	0.451008	-0.559959	2.30551	2.95757	-2.94197	-0.0432775
6932984176291279872	-0.312001	-0.357481	-0.0541769	0.48834	-0.604425	2.30546	2.95754	-2.94169	-0.0529371
6932984169858032640	-0.313907	-0.357252	-0.0465301	0.488625	-0.604425	2.30504	2.95812	-2.94174	-0.0433773
6932984163424787456	-0.312075	-0.357365	-0.0539161	0.487919	-0.604351	2.30557	2.95773	-2.94165	-0.053156
6932984156991540224	-0.314424	-0.357445	-0.0464415	0.487848	-0.603979	2.30574	2.9579	-2.94189	-0.0460583
6932984150558295040	-0.312202	-0.357157	-0.0541286	0.488305	-0.604202	2.30499	2.95771	-2.94159	-0.0546326
6932984144125049856	-0.31484	-0.357452	-0.0464963	0.488236	-0.604582	2.30592	2.95808	-2.94178	-0.0465945
6932984137691802624	-0.312671	-0.357333	-0.0540675	0.488231	-0.604677	2.30536	2.9582	-2.94178	-0.0550609
6932984131258555392	-0.313611	-0.35518	-0.0482015	0.490907	-0.603898	2.3054	2.95771	-2.94173	-0.0468875
6932984124825311232	-0.312374	-0.356895	-0.0539773	0.487975	-0.604294	2.30558	2.95776	-2.94196	-0.0561494
6932984118392065024	-0.314018	-0.35657	-0.0458603	0.488914	-0.604781	2.30546	2.95778	-2.94166	-0.0466025
6932984111958818816	-0.312576	-0.357877	-0.0551044	0.488279	-0.603879	2.30525	2.9577	-2.94192	-0.0556019
6932984105525572608	-0.312146	-0.357267	-0.0542703	0.488136	-0.604323	2.30543	2.95759	-2.94176	-0.0570463
6932984099092326400	-0.314266	-0.357008	-0.0467121	0.488233	-0.604671	2.3052	2.95776	-2.94186	-0.0543331
6932984092659080192	-0.312416	-0.35614	-0.0502336	0.487651	-0.599425	2.30521	2.95755	-2.94175	-0.0511079
6932984086225835008	-0.314076	-0.357455	-0.0468779	0.48841	-0.604021	2.30535	2.95776	-2.94175	-0.047063
6932984079792588800	-0.312788	-0.357761	-0.0543235	0.488192	-0.604149	2.30527	2.95761	-2.94182	-0.0561526
6932984073359341568	-0.314481	-0.357014	-0.0460293	0.488666	-0.604523	2.30556	2.95755	-2.94163	-0.0448667
6932984066926096384	-0.312466	-0.357969	-0.0546069	0.488749	-0.604344	2.30565	2.95771	-2.94191	-0.0588175
6932984060492850176	-0.314294	-0.357645	-0.0468328	0.488212	-0.604241	2.30544	2.95762	-2.94178	-0.046733
6932984054059604992	-0.312292	-0.357721	-0.0543154	0.488469	-0.604359	2.3057	2.9578	-2.94179	-0.0540578
6932984047626358784	-0.312392	-0.357508	-0.0539725	0.488342	-0.604149	2.30552	2.95794	-2.94189	-0.0671133
6932984041193111552	-0.312487	-0.357429	-0.0545441	0.488848	-0.604476	2.30533	2.95753	-2.94183	-0.0553733
6932984034759866368	-0.311724	-0.357086	-0.0538227	0.48794	-0.604032	2.30564	2.95769	-2.94174	-0.0565133
6932984028326620160	-0.312326	-0.357473	-0.0539338	0.488149	-0.604428	2.30572	2.95763	-2.94161	-0.053937
6932984021893373952	-0.312151	-0.356906	-0.0541077	0.488708	-0.604306	2.30558	2.95796	-2.94199	-0.0526794
6932984015460128768	-0.313772	-0.357231	-0.0507617	0.488696	-0.60423	2.30554	2.95782	-2.94177	-0.050744
6932984009026881536	-0.311901	-0.356967	-0.0546826	0.488471	-0.604499	2.30544	2.95801	-2.94194	-0.0512415
6932984002593634304	-0.313447	-0.357481	-0.0511562	0.488215	-0.604504	2.30525	2.95754	-2.94172	-0.0497843
6932983996160390144	-0.311709	-0.357088	-0.054214	0.488236	-0.604091	2.30555	2.95756	-2.94171	-0.0535006
6932983989727143936	-0.314366	-0.357094	-0.0464657	0.48844	-0.604813	2.30583	2.95801	-2.94183	-0.0421423
6932983983293897728	-0.311961	-0.357197	-0.0540272	0.488184	-0.604436	2.30561	2.95783	-2.94181	-0.0500306
6932983976860651520	-0.31396	-0.357494	-0.0465414	0.488558	-0.604156	2.30552	2.95753	-2.94177	-0.0416528
6932983970427405312	-0.311688	-0.357531	-0.0540578	0.488113	-0.604032	2.30539	2.9577	-2.94168	-0.0527277
6932983963994159104	-0.313993	-0.356716	-0.0466042	0.488194	-0.604344	2.30527	2.95757	-2.942	-0.0423274
6932983957560913920	-0.312162	-0.357186	-0.0545892	0.488266	-0.604091	2.30541	2.9576	-2.94177	-0.0532285
6932983951127667712	-0.314398	-0.356985	-0.046485	0.488059	-0.604716	2.30553	2.9576	-2.94179	-0.0448989
6932983944694422528	-0.311857	-0.357109	-0.0539547	0.48845	-0.604299	2.30528	2.95792	-2.94188	-0.0526537
6932983938261174272	-0.314109	-0.356993	-0.0461839	0.488207	-0.604389	2.30547	2.9579	-2.94201	-0.0439328
6932983931827929088	-0.312389	-0.35702	-0.0536842	0.48812	-0.603953	2.30557	2.9579	-2.9419	-0.0544474
6932983925394683904	-0.313291	-0.365178	-0.0486346	0.464519	-0.574853	2.30532	2.95765	-2.94196	-0.0505829
6932983918961437696	-0.312159	-0.357288	-0.0544056	0.4883	-0.604061	2.30535	2.95759	-2.94189	-0.0571188
6932983912528191488	-0.314012	-0.357956	-0.0476943	0.488613	-0.604853	2.30525	2.9579	-2.94195	-0.0533139
6932983906094946304	-0.311949	-0.356702	-0.0542655	0.488642	-0.604272	2.3056	2.95767	-2.94161	-0.0612344
6932983899661698048	-0.314395	-0.357553	-0.0458748	0.487999	-0.60428	2.30543	2.95766	-2.94183	-0.0467668
6932983893228452864	-0.311209	-0.357679	-0.0545087	0.487756	-0.604188	2.30557	2.95764	-2.94174	-0.0574456
6932983886795207680	-0.314435	-0.357193	-0.0467282	0.488057	-0.604402	2.3056	2.9576	-2.94194	-0.050781
6932983880361961472	-0.316487	-0.358262	-0.041722	0.488072	-0.604222	2.3053	2.95763	-2.94156	-0.0507633
6932983873928715264	-0.314379	-0.357436	-0.0459665	0.488727	-0.604694	2.3053	2.95779	-2.94177	-0.0456718
6932983867495469056	-0.311621	-0.357376	-0.0538356	0.488107	-0.604352	2.3051	2.95817	-2.94182	-0.0508438
6932983861062222848	-0.313229	-0.358139	-0.0486572	0.488709	-0.604537	2.3054	2.95763	-2.9416	-0.0495653
6932983854628976640	-0.312212	-0.357594	-0.0545521	0.48865	-0.604133	2.30536	2.95769	-2.94157	-0.052607
6932983848195731456	-0.314299	-0.357447	-0.0462354	0.488347	-0.604507	2.30554	2.95773	-2.94173	-0.0464463
6932983841762485248	-0.312263	-0.360503	-0.054024	0.476172	-0.589485	2.30516	2.95783	-2.94179	-0.0473432
6932983835329238016	-0.313948	-0.357267	-0.0463691	0.488131	-0.604317	2.30512	2.95763	-2.94161	-0.0408525
6932983828895992832	-0.311893	-0.357326	-0.0540369	0.48853	-0.604587	2.3054	2.95753	-2.94186	-0.0484076
6932983822462746624	-0.313117	-0.358721	-0.0514976	0.488326	-0.604145	2.30529	2.9578	-2.94174	-0.0515893
6932983816029501440	-0.314387	-0.373623	-0.0488182	0.441978	-0.546206	2.30501	2.95731	-2.94183	-0.0445511
6932983809596255232	-0.314571	-0.356532	-0.0462451	0.488535	-0.604658	2.30567	2.95797	-2.94186	-0.0448683
6932983803163008000	-0.311951	-0.356747	-0.0542349	0.488102	-0.604201	2.30529	2.95769	-2.94165	-0.0522109
6932983796729761792	-0.312637	-0.357452	-0.055164	0.488616	-0.604465	2.30552	2.95779	-2.9416	-0.055098
6932983790296516608	-0.312862	-0.356832	-0.0498568	0.48832	-0.603776	2.30537	2.95757	-2.94163	-0.0582507
6932983783863270400	-0.31434	-0.357642	-0.0466154	0.488799	-0.604473	2.30578	2.95777	-2.94165	-0.0526827
6932983777430025216	-0.312263	-0.357544	-0.0534395	0.488432	-0.600763	2.30563	2.95786	-2.94175	-0.0573265
6932983770996777984	-0.312329	-0.357616	-0.0544104	0.488558	-0.604486	2.30577	2.95765	-2.94151	-0.0539644
6932983764563531776	-0.316775	-0.357967	-0.0380556	0.488542	-0.604333	2.3058	2.95817	-2.94183	-0.0507327
6932983758130286592	-0.312798	-0.358523	-0.0550819	0.487951	-0.60447	2.30569	2.95764	-2.94191	-0.055106
6932983751697040384	-0.313946	-0.356526	-0.0456622	0.48835	-0.604534	2.30532	2.95758	-2.9418	-0.0481966
6932983745263792128	-0.312993	-0.357793	-0.0527487	0.488323	-0.604257	2.30498	2.95778	-2.94164	-0.0497424
6932983738830547968	-0.313121	-0.356006	-0.046287	0.48825	-0.602364	2.30536	2.95782	-2.94156	-0.0470518
6932983732397301760	-0.31216	-0.357218	-0.054185	0.487883	-0.604009	2.30566	2.95746	-2.94208	-0.0554087
6932983725964055552	-0.312427	-0.357381	-0.0543863	0.488482	-0.604349	2.30507	2.95779	-2.94193	-0.0531077
6932983719530810368	-0.312308	-0.358144	-0.0550626	0.488281	-0.604148	2.30557	2.95789	-2.94186	-0.0527777
6932983713097564160	-0.314619	-0.3737	-0.048034	0.438706	-0.544527	2.30553	2.95752	-2.94226	-0.037294
6932983706664315904	-0.312099	-0.357919	-0.054974	0.488015	-0.604805	2.30509	2.95751	-2.94201	-0.0474898
6932983700231071744	-0.313745	-0.357086	-0.0458748	0.488241	-0.6045	2.30529	2.95777	-2.94197	-0.0475735
6932983693797825536	-0.313423	-0.369715	-0.0522737	0.451705	-0.559345	2.30534	2.95771	-2.94216	-0.0471516
6932983687364580352	-0.313909	-0.356589	-0.0455269	0.490213	-0.605233	2.30557	2.95765	-2.94184	-0.0441969
6932983680931333120	-0.311651	-0.357061	-0.0542703	0.488257	-0.603887	2.30521	2.95769	-2.94192	-0.0557372
6932983674498086912	-0.312933	-0.355006	-0.0488134	0.493084	-0.608007	2.30511	2.95774	-2.94182	-0.047625
6932983668064841728	-0.31207	-0.357565	-0.0543959	0.488408	-0.604177	2.30548	2.95777	-2.94177	-0.054214
6932983661631595520	-0.311827	-0.352771	-0.0542977	0.495079	-0.611334	2.30523	2.95774	-2.94171	-0.0614711
6932983655198349312	-0.312041	-0.357511	-0.0545586	0.488189	-0.603959	2.30563	2.95783	-2.94181	-0.054288
6932983648765104128	-0.311895	-0.357449	-0.0539998	0.488323	-0.603938	2.3054	2.95807	-2.94182	-0.0543106
6932983642331856896	-0.31245	-0.357553	-0.0542236	0.488157	-0.604731	2.30513	2.95785	-2.94194	-0.0585518
6932983635898610688	-0.312221	-0.3578	-0.0538034	0.488187	-0.604119	2.30546	2.95743	-2.9418	-0.0564489
6932983629465365504	-0.311886	-0.358027	-0.0546085	0.488605	-0.60436	2.3053	2.95763	-2.94193	-0.057196
6932983623032119296	-0.3125	-0.356758	-0.0542414	0.488812	-0.604275	2.30529	2.95777	-2.94173	-0.0666399
6932983616598874112	-0.313028	-0.357698	-0.0541882	0.487996	-0.604135	2.30535	2.95761	-2.94169	-0.0553475
6932983610165627904	-0.311684	-0.357099	-0.0536359	0.488682	-0.604222	2.30535	2.95759	-2.94176	-0.0568321
6932983603732380672	-0.313088	-0.357681	-0.0548726	0.488421	-0.604364	2.30497	2.95794	-2.94159	-0.0541302
6932983597299135488	-0.312212	-0.356924	-0.0542365	0.488134	-0.604314	2.30516	2.95778	-2.94171	-0.0528308
6932983590865889280	-0.312669	-0.35859	-0.054127	0.488685	-0.604737	2.30516	2.95745	-2.94182	-0.0526617
6932983584432643072	-0.3143	-0.356082	-0.045944	0.48845	-0.604196	2.30584	2.95762	-2.94169	-0.0448732
6932983577999397888	-0.314867	-0.357933	-0.0463916	0.48846	-0.604375	2.3056	2.95773	-2.94185	-0.0413613
6932983571566151680	-0.312993	-0.355402	-0.0478569	0.492852	-0.608337	2.30532	2.95772	-2.94173	-0.0475091
6932983565132904448	-0.314022	-0.357331	-0.0463063	0.48892	-0.604518	2.30553	2.95787	-2.94188	-0.0399782
6932983558699658240	-0.311882	-0.352734	-0.0540095	0.495326	-0.611031	2.30528	2.95764	-2.94158	-0.0522833
6932983552266413056	-0.314416	-0.357275	-0.0460342	0.488088	-0.604518	2.30517	2.95784	-2.94163	-0.0470647
6932983545833166848	-0.312283	-0.356969	-0.0547969	0.487915	-0.604529	2.30562	2.95779	-2.94196	-0.0556986
6932983539399921664	-0.311655	-0.357326	-0.0537519	0.490886	-0.605711	2.30558	2.95768	-2.9418	-0.0442565
6932983532966674432	-0.312199	-0.357032	-0.054127	0.492458	-0.607711	2.30558	2.95787	-2.94179	-0.0532076
6932983526533428224	-0.314737	-0.357713	-0.0468554	0.488349	-0.604537	2.30515	2.95782	-2.94191	-0.0474592
6932983520100183040	-0.312049	-0.356751	-0.0539757	0.488291	-0.604442	2.30454	2.95751	-2.94167	-0.0516489
6932983513666936832	-0.314695	-0.357241	-0.046353	0.488216	-0.604164	2.30531	2.95762	-2.94163	-0.0459085
6932983507233691648	-0.311951	-0.357441	-0.0543686	0.488218	-0.604078	2.30562	2.95761	-2.94165	-0.054375
6932983500800444416	-0.313762	-0.355702	-0.0460857	0.489437	-0.604708	2.30606	2.95758	-2.94186	-0.0485573
6932983494367198208	-0.312316	-0.357004	-0.0541786	0.487956	-0.604246	2.30583	2.95763	-2.94158	-0.0567243
6932983487933953024	-0.314129	-0.356684	-0.0454319	0.489189	-0.604763	2.30527	2.95819	-2.94166	-0.0465671
6932983481500704768	-0.312033	-0.358708	-0.0550497	0.487717	-0.604735	2.30544	2.95764	-2.94173	-0.0633985
6932983475067458560	-0.314005	-0.357711	-0.0458844	0.488196	-0.604533	2.30551	2.95776	-2.94189	-0.0455124
6932983468634212352	-0.312651	-0.357608	-0.0545264	0.488601	-0.604254	2.30563	2.95762	-2.94167	-0.0555536
6932983462200968192	-0.311943	-0.357684	-0.054119	0.488154	-0.604128	2.30565	2.95769	-2.94179	-0.0560206
6932983455767721984	-0.314766	-0.357123	-0.0466106	0.488535	-0.604173	2.30551	2.95779	-2.94167	-0.0449666
6932983449334476800	-0.311878	-0.357143	-0.0544378	0.488508	-0.604339	2.30557	2.95773	-2.94176	-0.0560206
6932983442901230592	-0.314448	-0.356631	-0.0463095	0.48863	-0.604706	2.30559	2.95778	-2.94173	-0.0484204
6932983436467983360	-0.312246	-0.35716	-0.0540272	0.488382	-0.604711	2.30528	2.95766	-2.94187	-0.0546358
6932983430034738176	-0.314134	-0.357484	-0.0465478	0.488719	-0.604312	2.3056	2.95817	-2.94192	-0.0472128
6932983423601491968	-0.312808	-0.357238	-0.0543138	0.488555	-0.604694	2.30548	2.95766	-2.9417	-0.055618
6932983417168245760	-0.312065	-0.35728	-0.0541415	0.48854	-0.604203	2.3055	2.95782	-2.94207	-0.068907
6932983410735000576	-0.312331	-0.357201	-0.0547309	0.488944	-0.604029	2.30536	2.95776	-2.94177	-0.0523848
6932983404301752320	-0.313828	-0.355943	-0.0464544	0.488524	-0.60331	2.30564	2.95777	-2.94166	-0.047662
6932983397868507136	-0.312593	-0.359086	-0.050707	0.488555	-0.604465	2.30496	2.95747	-2.9416	-0.0489872
6932983391435261952	-0.312951	-0.357082	-0.0499453	0.488434	-0.604304	2.30503	2.95749	-2.94185	-0.0484011
6932983385002015744	-0.312587	-0.358259	-0.0544797	0.488146	-0.604737	2.3053	2.95788	-2.9418	-0.0547196
6932983378568768512	-0.31235	-0.357173	-0.0540063	0.488827	-0.603848	2.30514	2.95773	-2.94179	-0.0518534
6932983372135523328	-0.313862	-0.357482	-0.0457105	0.488682	-0.604275	2.3058	2.95754	-2.9418	-0.0482143
6932983365702276096	-0.311477	-0.356937	-0.0544475	0.487938	-0.604241	2.30602	2.95782	-2.94206	-0.0536214
6932983359269031936	-0.314811	-0.357289	-0.0463997	0.488893	-0.604438	2.30544	2.95793	-2.94176	-0.0470469
6932983352835785728	-0.312109	-0.35702	-0.0540852	0.48831	-0.603837	2.30508	2.95796	-2.94171	-0.0538935
6932983346402539520	-0.313321	-0.356665	-0.0474318	0.487957	-0.600703	2.30552	2.95744	-2.94187	-0.046902
6932983339969292288	-0.314377	-0.357768	-0.0467732	0.487814	-0.604051	2.30557	2.95761	-2.94184	-0.0461565
6932983333536046080	-0.311825	-0.356921	-0.0542687	0.488131	-0.604315	2.30568	2.95766	-2.94189	-0.0534475
6932983327102800896	-0.313778	-0.356874	-0.0460406	0.488311	-0.60455	2.3053	2.95812	-2.94173	-0.046266
6932983320669555712	-0.312159	-0.358099	-0.0551769	0.488302	-0.604246	2.30578	2.95791	-2.94179	-0.054536
6932983314236309504	-0.311494	-0.357067	-0.0541174	0.488732	-0.604101	2.30492	2.9579	-2.94179	-0.0546117
6932983307803062272	-0.314627	-0.357468	-0.0464866	0.488456	-0.604397	2.30525	2.95777	-2.94166	-0.0471613
6932983301369817088	-0.312463	-0.357492	-0.054536	0.488397	-0.604009	2.30537	2.95755	-2.94198	-0.0531158
6932983294936570880	-0.313516	-0.35636	-0.0459585	0.488469	-0.604375	2.30591	2.95771	-2.94157	-0.04696
6932983288503324672	-0.312539	-0.357951	-0.0548661	0.488101	-0.604246	2.30552	2.95776	-2.94185	-0.0535361
6932983282070079488	-0.312279	-0.357321	-0.0542075	0.488498	-0.60408	2.30536	2.95779	-2.94169	-0.049744
6932983275636833280	-0.314431	-0.357503	-0.0459585	0.48811	-0.604632	2.30526	2.95778	-2.94191	-0.0474334
6932983269203586048	-0.312152	-0.356508	-0.0537422	0.488724	-0.604302	2.30561	2.9577	-2.94179	-0.0499469
6932983262770340864	-0.314221	-0.356817	-0.0459504	0.48858	-0.604753	2.30534	2.9575	-2.94179	-0.0485863
6932983256337094656	-0.312494	-0.357571	-0.054937	0.488746	-0.604209	2.30518	2.95772	-2.94187	-0.0544442
6932983249903849472	-0.313597	-0.355679	-0.0488826	0.488033	-0.598974	2.30538	2.95738	-2.94197	-0.0477055
6932983243470603264	-0.31226	-0.358623	-0.0536472	0.488031	-0.604249	2.3053	2.95754	-2.9417	-0.0539177
6932983237037357056	-0.311801	-0.356545	-0.0544845	0.488447	-0.60422	2.30547	2.95779	-2.9419	-0.0507568
6932983230604110848	-0.314292	-0.356925	-0.0463224	0.488303	-0.604283	2.30506	2.95777	-2.94188	-0.0471983
6932983224170863616	-0.312102	-0.357183	-0.0540562	0.488389	-0.604533	2.30579	2.95758	-2.94173	-0.0517326
6932983217737618432	-0.313994	-0.357561	-0.0465704	0.48831	-0.6045	2.30541	2.95758	-2.94181	-0.0465446
6932983211304373248	-0.312076	-0.35733	-0.0540884	0.488118	-0.604225	2.30545	2.95771	-2.94195	-0.0537245
6932983204871127040	-0.313497	-0.355906	-0.045184	0.487999	-0.604723	2.3055	2.95756	-2.94192	-0.0462177
6932983198437879808	-0.312907	-0.357747	-0.055106	0.488437	-0.604584	2.30536	2.95781	-2.9418	-0.0553878
6932983192004634624	-0.311542	-0.356544	-0.0542671	0.484767	-0.599101	2.30559	2.95748	-2.94167	-0.052111
