measurement_time	3D_X	3D_Z	2D_Y2	2D_Y1	2D_X1	2D_X2
6929877645252644864	-0.413273	-0.098548	-0.155655	-0.0969853	-0.20993	-0.0975223
6929877651715968000	-0.415877	-0.0975705	-0.164977	-0.0965351	-0.214692	-0.0971107
6929877658179295232	-0.4106	-0.0910398	-0.151874	-0.0914803	-0.202502	-0.0919112
6929877664642622464	-0.413591	-0.0983133	-0.155588	-0.0959917	-0.209277	-0.0960367
6929877671105947648	-0.413761	-0.098786	-0.155141	-0.0953325	-0.206917	-0.0964322
6929877677569273856	-0.415974	-0.0967055	-0.163379	-0.0966669	-0.213599	-0.0952585
6929877684032599040	-0.40842	-0.0931427	-0.150424	-0.0909273	-0.205142	-0.0890076
6929877690495925248	-0.416395	-0.0974837	-0.164614	-0.097265	-0.213686	-0.0957119
6929877696959252480	-0.414996	-0.0966798	-0.164196	-0.0967988	-0.21312	-0.0974226
6929877703422578688	-0.411398	-0.0940624	-0.155244	-0.0933099	-0.210155	-0.0939531
6929877709885904896	-0.414073	-0.0970753	-0.155559	-0.097011	-0.2094	-0.0973036
6929877716349230080	-0.414893	-0.0974965	-0.164083	-0.0969981	-0.213277	-0.0963261
6929877722812557312	-0.415176	-0.0982715	-0.164022	-0.0970335	-0.212425	-0.0965737
6929877729275882496	-0.414578	-0.0989885	-0.15989	-0.095966	-0.210927	-0.0970978
6929877735739207680	-0.41324	-0.0974901	-0.156961	-0.0966702	-0.212705	-0.0952232
6929877742202534912	-0.415736	-0.098384	-0.164791	-0.0958791	-0.213699	-0.0973036
6929877748665859072	-0.414893	-0.0973197	-0.164218	-0.0964451	-0.210139	-0.0973776
6929877755129187328	-0.412205	-0.0969821	-0.160508	-0.0969885	-0.210872	-0.096921
6929877761592512512	-0.41599	-0.0983197	-0.163472	-0.0968277	-0.208641	-0.0966058
6929877768055838720	-0.412671	-0.0981525	-0.154864	-0.0958663	-0.209239	-0.0970174
6929877774519164928	-0.414485	-0.0983358	-0.156254	-0.0954097	-0.20967	-0.0962843
6929877780982490112	-0.416292	-0.0966862	-0.164508	-0.09713	-0.213007	-0.0957537
