measurement_time	3D_X	3D_Z	2D_Y2	2D_Y1	2D_X1	2D_X2
6931032573049782272	-0.398748	-2.00745	-0.135697	-0.0902552	-2.74662	-7.14654
6931032566586456064	-0.405578	-2.00745	-0.117272	-0.0902391	-2.7488	-7.1452
6931032560114535424	-0.391558	-1.99806	-0.12086	-0.0810235	-2.73942	-7.13545
6931032553651211264	-0.378223	-1.97762	-0.0986413	-0.0609909	-2.71848	-7.11647
6931032547187883008	-0.393446	-1.99819	-0.120317	-0.0808691	-2.74038	-7.13712
6931032540724556800	-0.4028	-2.00857	-0.123105	-0.0897632	-2.74844	-7.1472
6931032534261230592	-0.405375	-2.00784	-0.115738	-0.0905028	-2.75014	-7.14718
6931032527797904384	-0.380066	-1.97999	-0.10003	-0.0617819	-2.71994	-7.11772
6931032521334578176	-0.382857	-1.98487	-0.106892	-0.0689492	-2.73086	-7.12611
6931032514871252992	-0.398996	-2.00679	-0.131465	-0.0902777	-2.74942	-7.14598
6931032508407926784	-0.405581	-2.00713	-0.119156	-0.0896539	-2.74695	-7.14601
6931032501944601600	-0.388237	-1.99106	-0.112465	-0.0745056	-2.73489	-7.13011
6931032495472678912	-0.374114	-1.97106	-0.0949273	-0.0534537	-2.72022	-7.10883
6931032489009352704	-0.393131	-1.99718	-0.125822	-0.0820942	-2.74479	-7.13705
6931032482546027520	-0.404333	-2.00732	-0.119102	-0.0893002	-2.74558	-7.14716
6931032476074106880	-0.390947	-1.99471	-0.118037	-0.0764896	-2.73506	-7.13367
6931032469610780672	-0.377571	-1.97767	-0.0974033	-0.0610809	-2.7244	-7.11592
6931032463147454464	-0.388198	-1.99427	-0.11696	-0.0782581	-2.73612	-7.13432
6931032456684128256	-0.400983	-2.00692	-0.127385	-0.0892327	-2.74801	-7.14718
6931032450220805120	-0.404247	-2.00751	-0.11469	-0.0886603	-2.74505	-7.14662
6931032443748881408	-0.381995	-1.98247	-0.106468	-0.0640424	-2.72622	-7.12008
6931032437285555200	-0.393793	-1.99811	-0.12152	-0.0817245	-2.74402	-7.13767
6931032430822228992	-0.402112	-2.0071	-0.119227	-0.0908179	-2.74705	-7.14673
6931032424358902784	-0.404485	-2.00771	-0.12006	-0.0900494	-2.74914	-7.1465
6931032417895577600	-0.387979	-1.99374	-0.112027	-0.075689	-2.73334	-7.13305
6931032411432251392	-0.373243	-1.97137	-0.0913614	-0.0554698	-2.71854	-7.10927
6931032404968925184	-0.396957	-2.00282	-0.130362	-0.0863644	-2.74543	-7.14131
6931032398505598976	-0.40161	-2.00722	-0.122983	-0.0893774	-2.74809	-7.14725
6931032392042272768	-0.391922	-1.99761	-0.120957	-0.0809013	-2.73983	-7.13605
6931032385578946560	-0.372998	-1.96964	-0.0906218	-0.0549682	-2.71636	-7.10998
6931032379115620352	-0.392195	-1.9986	-0.12296	-0.0830685	-2.74169	-7.13983
6931032372643699712	-0.399365	-2.00629	-0.132488	-0.0892391	-2.74742	-7.14672
6931032366180374528	-0.404562	-2.0075	-0.119886	-0.0902616	-2.74638	-7.14626
6931032359708453888	-0.383571	-1.98562	-0.105291	-0.0676244	-2.72825	-7.12358
6931032353245125632	-0.381317	-1.97958	-0.1064	-0.064126	-2.72626	-7.11911
6931032346781799424	-0.398796	-2.00629	-0.129536	-0.0895285	-2.74625	-7.1463
6931032340309879808	-0.40433	-2.00741	-0.118671	-0.0896925	-2.74887	-7.14627
6931032333846553600	-0.38777	-1.98662	-0.112799	-0.0692547	-2.73075	-7.12626
6931032327383227392	-0.376465	-1.97736	-0.0986606	-0.06156	-2.72199	-7.1151
6931032320911305728	-0.396735	-2.00324	-0.130404	-0.0861908	-2.74709	-7.14203
6931032314447979520	-0.406096	-2.00708	-0.119523	-0.0893066	-2.75083	-7.14626
6931032307976058880	-0.395189	-1.99807	-0.121574	-0.0810267	-2.74251	-7.13672
6931032301512732672	-0.377857	-1.97738	-0.0995641	-0.0608622	-2.72261	-7.11707
6931032295049407488	-0.390484	-1.9922	-0.118905	-0.0743931	-2.73932	-7.13197
6931032288586081280	-0.39932	-2.00749	-0.133954	-0.0904578	-2.74847	-7.14603
6931032282122755072	-0.405211	-2.00809	-0.116237	-0.0917054	-2.74841	-7.14706
6931032275659428864	-0.382674	-1.98434	-0.106979	-0.0674187	-2.72783	-7.12345
6931032269187507200	-0.379381	-1.97873	-0.0991172	-0.0633896	-2.72795	-7.11901
6931032262724182016	-0.397124	-2.00647	-0.130275	-0.0885574	-2.74874	-7.14414
6931032256252261376	-0.404038	-2.00737	-0.114519	-0.0893099	-2.74658	-7.14476
6931032249788935168	-0.391378	-1.99611	-0.119651	-0.0781038	-2.73762	-7.13505
6931032243325607936	-0.374233	-1.97068	-0.0897761	-0.0526916	-2.71947	-7.10812
6931032236853687296	-0.394742	-1.99986	-0.124057	-0.0850011	-2.74494	-7.14157
6931032230390362112	-0.403513	-2.00638	-0.114873	-0.0893388	-2.74696	-7.14588
6931032223927037952	-0.400443	-2.00764	-0.126825	-0.0898372	-2.7467	-7.14701
6931032217455114240	-0.374786	-1.97395	-0.0979467	-0.0576821	-2.71744	-7.11234
6931032210983193600	-0.388047	-1.99002	-0.113114	-0.0734381	-2.73845	-7.13058
6931032204519868416	-0.402806	-2.00635	-0.136694	-0.0895542	-2.75262	-7.14683
6931032198056543232	-0.40334	-2.00621	-0.11631	-0.0886668	-2.74572	-7.14612
6931032191593216000	-0.385056	-1.98676	-0.107616	-0.0682032	-2.72548	-7.12459
6931032185129889792	-0.373915	-1.97071	-0.0915736	-0.0551483	-2.7175	-7.1103
6931032178666563584	-0.392722	-1.99445	-0.119156	-0.0793997	-2.74	-7.13492
6931032172203237376	-0.400137	-2.00713	-0.123803	-0.0898822	-2.74687	-7.14583
6931032165739911168	-0.404057	-2.00631	-0.113973	-0.0881105	-2.74474	-7.14403
6931032159276583936	-0.377513	-1.97748	-0.0981782	-0.062216	-2.72596	-7.11644
6931032152813258752	-0.3887	-1.99128	-0.116835	-0.0737757	-2.7382	-7.12998
6931032146349932544	-0.39951	-2.00629	-0.135636	-0.0888693	-2.74908	-7.14567
6931032139886606336	-0.404427	-2.00695	-0.119674	-0.0889754	-2.74991	-7.1463
6931032133423280128	-0.386619	-1.98501	-0.109452	-0.0690618	-2.73122	-7.12585
6931032126959954944	-0.378262	-1.97774	-0.103474	-0.0617015	-2.72467	-7.11744
6931032120496628736	-0.399729	-2.00727	-0.131263	-0.0891491	-2.75144	-7.14676
6931032114024708096	-0.405539	-2.0073	-0.118561	-0.0899079	-2.74944	-7.14693
6931032107561381888	-0.393613	-1.99737	-0.116304	-0.0798788	-2.73865	-7.13642
6931032101098055680	-0.372883	-1.97105	-0.0904996	-0.0526241	-2.71647	-7.10854
6931032094634729472	-0.39333	-2.00008	-0.12177	-0.08212	-2.74285	-7.13945
6931032088162808832	-0.398037	-2.00641	-0.130359	-0.0896636	-2.74732	-7.14586
6931032081699482624	-0.399513	-2.00119	-0.113571	-0.0847245	-2.74157	-7.14151
6931032075236156416	-0.373587	-1.96968	-0.0895542	-0.0525855	-2.71722	-7.10789
6931032068772830208	-0.390037	-1.99433	-0.117352	-0.0780138	-2.73837	-7.13508
6931032062309504000	-0.405472	-2.00732	-0.119594	-0.0897054	-2.745	-7.14682
6931032055846177792	-0.403935	-2.0069	-0.119323	-0.089461	-2.74491	-7.14567
6931032049382851584	-0.375776	-1.97561	-0.0959917	-0.0584217	-2.7223	-7.1143
6931032042919526400	-0.386883	-1.98887	-0.111159	-0.0734767	-2.73404	-7.12971
6931032036447604736	-0.397613	-2.00664	-0.131546	-0.0890751	-2.74485	-7.14578
6931032029984279552	-0.404909	-2.00623	-0.119082	-0.0894803	-2.748	-7.14674
6931032023520952320	-0.384754	-1.98672	-0.108066	-0.0693255	-2.72726	-7.12589
6931032017049032704	-0.378638	-1.97817	-0.102616	-0.0623221	-2.7239	-7.11793
6931032010585706496	-0.398912	-2.00681	-0.131587	-0.0893002	-2.75193	-7.14545
6931032004113784832	-0.40562	-2.00759	-0.119597	-0.0896829	-2.75259	-7.14584
6931031997650458624	-0.392549	-1.99827	-0.120105	-0.0814576	-2.74036	-7.13702
6931031991187132416	-0.372821	-1.97074	-0.0924321	-0.0535212	-2.71908	-7.10906
6931031984715211776	-0.392594	-1.99929	-0.122478	-0.083702	-2.73877	-7.14037
6931031978251886592	-0.402838	-2.00601	-0.114928	-0.0894642	-2.74703	-7.14675
6931031971788559360	-0.402169	-2.00744	-0.122246	-0.0893935	-2.74921	-7.1464
6931031965316639744	-0.378899	-1.97782	-0.101969	-0.0597915	-2.72514	-7.11405
6931031958853312512	-0.392552	-1.99523	-0.118397	-0.0793932	-2.73869	-7.13341
6931031952381390848	-0.404568	-2.00698	-0.116147	-0.0900591	-2.74627	-7.14596
6931031945918064640	-0.404031	-2.00665	-0.115227	-0.0875735	-2.74682	-7.14342
6931031939454739456	-0.380735	-1.98042	-0.104133	-0.063126	-2.72426	-7.11903
6931031932982818816	-0.382876	-1.98367	-0.104522	-0.0677402	-2.72929	-7.12398
6931031926519492608	-0.39971	-2.00565	-0.131054	-0.0891427	-2.74817	-7.14555
6931031920056166400	-0.40479	-2.00691	-0.114722	-0.0906957	-2.7474	-7.14579
6931031913584245760	-0.387166	-1.9915	-0.112815	-0.073824	-2.73478	-7.13077
6931031907112325120	-0.373805	-1.97011	-0.0939209	-0.0525437	-2.71781	-7.10682
6931031900640405504	-0.393883	-1.99743	-0.122391	-0.0816955	-2.74133	-7.13742
6931031894177078272	-0.404266	-2.00694	-0.119587	-0.0903742	-2.74897	-7.14642
6931031887713752064	-0.39615	-2.00245	-0.126311	-0.0844255	-2.74338	-7.14157
6931031881250424832	-0.378558	-1.97652	-0.0994484	-0.0606886	-2.72317	-7.11474
6931031874778505216	-0.390819	-1.996	-0.119172	-0.0786922	-2.73964	-7.13538
6931031868306583552	-0.404764	-2.00723	-0.115339	-0.0905864	-2.74719	-7.14601
6931031861843257344	-0.396857	-1.99925	-0.117487	-0.0809881	-2.74031	-7.13725
6931031855379931136	-0.377101	-1.97666	-0.0962843	-0.0604539	-2.7248	-7.1161
6931031848916604928	-0.384937	-1.98953	-0.112995	-0.0740555	-2.73408	-7.13009
6931031842453278720	-0.402851	-2.00635	-0.121886	-0.0899915	-2.74785	-7.14617
6931031835989953536	-0.398285	-2.00407	-0.130764	-0.0844126	-2.74579	-7.14274
6931031829526627328	-0.377397	-1.97727	-0.0980496	-0.0612481	-2.72268	-7.11736
6931031823063301120	-0.395529	-1.99913	-0.128121	-0.0835991	-2.74517	-7.13902
6931031816599974912	-0.403481	-2.00766	-0.115314	-0.0894578	-2.74796	-7.14695
6931031810136649728	-0.392121	-1.99446	-0.119838	-0.0760459	-2.73551	-7.1329
